town,year,week,value
新竹縣寶山鄉,2018,9,17.33
新竹縣尖石鄉,2018,9,19.8
新竹縣峨眉鄉,2018,9,16.2
新竹縣新埔鎮,2018,9,17.17
新竹縣新豐鄉,2018,9,16.4
新竹縣橫山鄉,2018,9,15.83
新竹縣湖口鄉,2018,9,15.75
新竹縣竹北市,2018,9,18.6
新竹縣竹東鎮,2018,9,15.17
新竹縣芎林鄉,2018,9,14.75
新竹縣關西鎮,2018,9,19.0
桃園市中壢區,2018,9,26.0
桃園市八德區,2018,9,26.0
桃園市大園區,2018,9,19.5
桃園市大溪區,2018,9,23.64
桃園市平鎮區,2018,9,25.4
桃園市復興區,2018,9,24.43
桃園市新屋區,2018,9,17.29
桃園市桃園區,2018,9,26.0
桃園市楊梅區,2018,9,20.11
桃園市蘆竹區,2018,9,23.14
桃園市觀音區,2018,9,17.8
桃園市龍潭區,2018,9,19.5
桃園市龜山區,2018,9,25.4
臺中市北屯區,2018,9,19.17
臺中市南屯區,2018,9,25.33
臺中市后里區,2018,9,15.0
臺中市外埔區,2018,9,15.4
臺中市大安區,2018,9,17.67
臺中市大甲區,2018,9,16.4
臺中市大肚區,2018,9,21.75
臺中市大里區,2018,9,23.2
臺中市大雅區,2018,9,22.25
臺中市太平區,2018,9,21.62
臺中市新社區,2018,9,16.8
臺中市東勢區,2018,9,16.0
臺中市東區,2018,9,24.0
臺中市梧棲區,2018,9,19.0
臺中市沙鹿區,2018,9,19.5
臺中市清水區,2018,9,19.11
臺中市潭子區,2018,9,19.0
臺中市烏日區,2018,9,23.0
臺中市石岡區,2018,9,15.0
臺中市神岡區,2018,9,17.0
臺中市西區,2018,9,26.0
臺中市西屯區,2018,9,24.25
臺中市豐原區,2018,9,15.0
臺中市霧峰區,2018,9,21.88
臺中市龍井區,2018,9,19.0
臺北市中山區,2018,9,34.0
臺北市中正區,2018,9,33.0
臺北市信義區,2018,9,31.0
臺北市內湖區,2018,9,29.0
臺北市北投區,2018,9,19.5
臺北市南港區,2018,9,29.0
臺北市士林區,2018,9,21.33
臺北市文山區,2018,9,27.75
臺北市松山區,2018,9,32.0
臺北市萬華區,2018,9,35.0
臺南市七股區,2018,9,16.64
臺南市下營區,2018,9,15.67
臺南市中西區,2018,9,19.0
臺南市仁德區,2018,9,18.83
臺南市佳里區,2018,9,15.75
臺南市六甲區,2018,9,16.0
臺南市北區,2018,9,19.0
臺南市北門區,2018,9,15.0
臺南市南化區,2018,9,14.4
臺南市南區,2018,9,19.5
臺南市善化區,2018,9,14.0
臺南市大內區,2018,9,14.83
臺南市學甲區,2018,9,15.5
臺南市安南區,2018,9,16.9
臺南市安定區,2018,9,15.67
臺南市官田區,2018,9,15.12
臺南市將軍區,2018,9,16.0
臺南市山上區,2018,9,14.5
臺南市左鎮區,2018,9,14.71
臺南市後壁區,2018,9,16.0
臺南市新化區,2018,9,15.5
臺南市新市區,2018,9,14.5
臺南市新營區,2018,9,16.67
臺南市東區,2018,9,20.0
臺南市東山區,2018,9,16.1
臺南市柳營區,2018,9,16.43
臺南市楠西區,2018,9,15.0
臺南市歸仁區,2018,9,17.8
臺南市永康區,2018,9,18.25
臺南市玉井區,2018,9,14.86
臺南市白河區,2018,9,16.54
臺南市西港區,2018,9,16.0
臺南市關廟區,2018,9,16.8
臺南市鹽水區,2018,9,16.2
臺南市麻豆區,2018,9,15.0
臺南市龍崎區,2018,9,15.5
臺東縣卑南鄉,2018,9,7.05
臺東縣大武鄉,2018,9,13.2
臺東縣太麻里鄉,2018,9,10.62
臺東縣延平鄉,2018,9,5.57
臺東縣成功鎮,2018,9,4.0
臺東縣東河鄉,2018,9,4.29
臺東縣池上鄉,2018,9,3.71
臺東縣海端鄉,2018,9,3.67
臺東縣綠島鄉,2018,9,5.0
臺東縣臺東市,2018,9,6.0
臺東縣蘭嶼鄉,2018,9,4.0
臺東縣達仁鄉,2018,9,13.4
臺東縣金峰鄉,2018,9,12.82
臺東縣長濱鄉,2018,9,5.42
臺東縣關山鎮,2018,9,3.0
臺東縣鹿野鄉,2018,9,4.17
花蓮縣光復鄉,2018,9,8.83
花蓮縣卓溪鄉,2018,9,6.15
花蓮縣吉安鄉,2018,9,7.0
花蓮縣壽豐鄉,2018,9,7.0
花蓮縣富里鄉,2018,9,4.17
花蓮縣新城鄉,2018,9,7.0
花蓮縣玉里鎮,2018,9,6.18
花蓮縣瑞穗鄉,2018,9,8.23
花蓮縣秀林鄉,2018,9,9.04
花蓮縣花蓮市,2018,9,7.0
花蓮縣萬榮鄉,2018,9,9.5
花蓮縣豐濱鄉,2018,9,7.29
花蓮縣鳳林鎮,2018,9,7.7
苗栗縣三灣鄉,2018,9,16.25
苗栗縣三義鄉,2018,9,12.0
苗栗縣公館鄉,2018,9,15.57
苗栗縣卓蘭鎮,2018,9,14.0
苗栗縣南庄鄉,2018,9,17.0
苗栗縣大湖鄉,2018,9,13.33
苗栗縣後龍鎮,2018,9,16.0
苗栗縣泰安鄉,2018,9,16.0
苗栗縣獅潭鄉,2018,9,15.86
苗栗縣竹南鎮,2018,9,16.0
苗栗縣苑裡鎮,2018,9,13.4
苗栗縣苗栗市,2018,9,16.0
苗栗縣西湖鄉,2018,9,15.75
苗栗縣通霄鎮,2018,9,14.36
苗栗縣造橋鄉,2018,9,16.0
苗栗縣銅鑼鄉,2018,9,13.5
苗栗縣頭份市,2018,9,16.14
苗栗縣頭屋鄉,2018,9,16.0
雲林縣二崙鄉,2018,9,12.6
雲林縣元長鄉,2018,9,12.4
雲林縣北港鎮,2018,9,13.0
雲林縣口湖鄉,2018,9,11.78
雲林縣古坑鄉,2018,9,16.46
雲林縣四湖鄉,2018,9,10.67
雲林縣土庫鎮,2018,9,12.4
雲林縣大埤鄉,2018,9,14.0
雲林縣崙背鄉,2018,9,12.0
雲林縣斗六市,2018,9,16.9
雲林縣斗南鎮,2018,9,15.8
雲林縣東勢鄉,2018,9,10.4
雲林縣林內鄉,2018,9,14.25
雲林縣水林鄉,2018,9,11.75
雲林縣臺西鄉,2018,9,10.0
雲林縣莿桐鄉,2018,9,16.8
雲林縣虎尾鎮,2018,9,14.14
雲林縣褒忠鄉,2018,9,11.67
雲林縣西螺鎮,2018,9,14.5
雲林縣麥寮鄉,2018,9,10.58
高雄市三民區,2018,9,20.0
高雄市仁武區,2018,9,18.0
高雄市內門區,2018,9,11.88
高雄市六龜區,2018,9,11.85
高雄市前金區,2018,9,19.0
高雄市前鎮區,2018,9,24.67
高雄市大寮區,2018,9,20.0
高雄市大樹區,2018,9,17.57
高雄市大社區,2018,9,17.5
高雄市小港區,2018,9,23.6
高雄市岡山區,2018,9,16.8
高雄市左營區,2018,9,20.0
高雄市彌陀區,2018,9,18.0
高雄市旗山區,2018,9,10.64
高雄市旗津區,2018,9,24.0
高雄市杉林區,2018,9,11.0
高雄市林園區,2018,9,18.0
高雄市桃源區,2018,9,13.5
高雄市梓官區,2018,9,17.0
高雄市楠梓區,2018,9,17.25
高雄市橋頭區,2018,9,16.0
高雄市永安區,2018,9,18.0
高雄市湖內區,2018,9,18.5
高雄市燕巢區,2018,9,17.0
高雄市田寮區,2018,9,15.88
高雄市甲仙區,2018,9,13.86
高雄市美濃區,2018,9,8.6
高雄市苓雅區,2018,9,23.0
高雄市茂林區,2018,9,12.0
高雄市茄萣區,2018,9,18.0
高雄市路竹區,2018,9,17.8
高雄市阿蓮區,2018,9,17.0
高雄市鳥松區,2018,9,19.67
高雄市鳳山區,2018,9,22.5
高雄市鼓山區,2018,9,19.67
南投縣中寮鄉,2018,10,15.17
南投縣仁愛鄉,2018,10,10.33
南投縣信義鄉,2018,10,13.0
南投縣南投市,2018,10,16.0
南投縣名間鄉,2018,10,15.25
南投縣國姓鄉,2018,10,12.17
南投縣埔里鎮,2018,10,10.14
南投縣水里鄉,2018,10,13.0
南投縣竹山鎮,2018,10,13.43
南投縣草屯鎮,2018,10,15.12
南投縣集集鎮,2018,10,14.33
南投縣魚池鄉,2018,10,11.57
南投縣鹿谷鄉,2018,10,13.8
嘉義市東區,2018,10,16.5
嘉義市西區,2018,10,16.75
嘉義縣中埔鄉,2018,10,15.7
嘉義縣六腳鄉,2018,10,11.0
嘉義縣大埔鄉,2018,10,14.27
嘉義縣大林鎮,2018,10,13.67
嘉義縣太保市,2018,10,13.0
嘉義縣布袋鎮,2018,10,12.33
嘉義縣新港鄉,2018,10,11.17
嘉義縣朴子市,2018,10,11.0
嘉義縣東石鄉,2018,10,11.0
嘉義縣梅山鄉,2018,10,14.0
嘉義縣民雄鄉,2018,10,14.14
嘉義縣水上鄉,2018,10,16.2
嘉義縣溪口鄉,2018,10,12.0
嘉義縣番路鄉,2018,10,14.88
嘉義縣竹崎鄉,2018,10,15.0
嘉義縣義竹鄉,2018,10,13.56
嘉義縣鹿草鄉,2018,10,12.83
基隆市七堵區,2018,10,12.33
基隆市仁愛區,2018,10,10.0
基隆市信義區,2018,10,10.0
基隆市安樂區,2018,10,7.5
基隆市暖暖區,2018,10,10.5
宜蘭縣三星鄉,2018,10,8.0
宜蘭縣五結鄉,2018,10,7.5
宜蘭縣冬山鄉,2018,10,7.88
宜蘭縣南澳鄉,2018,10,9.48
宜蘭縣員山鄉,2018,10,8.3
宜蘭縣壯圍鄉,2018,10,6.33
宜蘭縣大同鄉,2018,10,10.92
宜蘭縣宜蘭市,2018,10,5.25
宜蘭縣礁溪鄉,2018,10,7.25
宜蘭縣蘇澳鎮,2018,10,8.5
宜蘭縣頭城鎮,2018,10,12.14
屏東縣三地門鄉,2018,10,14.0
屏東縣九如鄉,2018,10,16.25
屏東縣佳冬鄉,2018,10,15.33
屏東縣來義鄉,2018,10,14.38
屏東縣內埔鄉,2018,10,15.88
屏東縣南州鄉,2018,10,15.0
屏東縣屏東市,2018,10,16.57
屏東縣崁頂鄉,2018,10,15.67
屏東縣恆春鎮,2018,10,2.17
屏東縣新園鄉,2018,10,19.0
屏東縣新埤鄉,2018,10,13.0
屏東縣春日鄉,2018,10,15.0
屏東縣東港鎮,2018,10,18.0
屏東縣枋寮鄉,2018,10,15.4
屏東縣枋山鄉,2018,10,14.75
屏東縣林邊鄉,2018,10,16.5
屏東縣泰武鄉,2018,10,14.6
屏東縣滿州鄉,2018,10,2.73
屏東縣潮州鎮,2018,10,12.67
屏東縣牡丹鄉,2018,10,6.81
屏東縣獅子鄉,2018,10,12.35
屏東縣琉球鄉,2018,10,19.0
屏東縣瑪家鄉,2018,10,15.8
屏東縣竹田鄉,2018,10,15.33
屏東縣萬丹鄉,2018,10,18.67
屏東縣萬巒鄉,2018,10,14.0
屏東縣車城鄉,2018,10,3.67
屏東縣里港鄉,2018,10,12.83
屏東縣長治鄉,2018,10,16.0
屏東縣霧臺鄉,2018,10,15.0
屏東縣高樹鄉,2018,10,12.43
屏東縣鹽埔鄉,2018,10,15.5
屏東縣麟洛鄉,2018,10,16.5
彰化縣二林鎮,2018,10,10.38
彰化縣二水鄉,2018,10,14.0
彰化縣伸港鄉,2018,10,13.0
彰化縣北斗鎮,2018,10,13.0
彰化縣和美鎮,2018,10,13.5
彰化縣員林市,2018,10,14.5
彰化縣埔心鄉,2018,10,14.0
彰化縣埔鹽鄉,2018,10,12.25
彰化縣埤頭鄉,2018,10,11.2
彰化縣大城鄉,2018,10,11.0
彰化縣大村鄉,2018,10,14.0
彰化縣彰化市,2018,10,14.5
彰化縣永靖鄉,2018,10,12.5
彰化縣溪州鄉,2018,10,13.57
彰化縣溪湖鎮,2018,10,11.75
彰化縣田中鎮,2018,10,14.5
彰化縣田尾鄉,2018,10,12.5
彰化縣社頭鄉,2018,10,14.5
彰化縣福興鄉,2018,10,12.62
彰化縣秀水鄉,2018,10,14.0
彰化縣竹塘鄉,2018,10,11.25
彰化縣線西鄉,2018,10,13.0
彰化縣芬園鄉,2018,10,15.2
彰化縣花壇鄉,2018,10,14.0
彰化縣芳苑鄉,2018,10,11.0
彰化縣鹿港鎮,2018,10,13.0
新北市三峽區,2018,10,16.0
新北市三芝區,2018,10,6.0
新北市三重區,2018,10,33.0
新北市中和區,2018,10,17.0
新北市五股區,2018,10,17.33
新北市八里區,2018,10,10.75
新北市土城區,2018,10,15.0
新北市坪林區,2018,10,13.9
新北市平溪區,2018,10,13.12
新北市新店區,2018,10,15.2
新北市新莊區,2018,10,16.33
新北市板橋區,2018,10,18.0
新北市林口區,2018,10,12.33
新北市樹林區,2018,10,16.0
新北市永和區,2018,10,17.0
新北市汐止區,2018,10,15.29
新北市淡水區,2018,10,7.5
新北市深坑區,2018,10,17.0
新北市烏來區,2018,10,15.11
新北市瑞芳區,2018,10,10.5
新北市石碇區,2018,10,15.92
新北市石門區,2018,10,9.8
新北市萬里區,2018,10,7.0
新北市蘆洲區,2018,10,20.0
新北市貢寮區,2018,10,12.7
新北市金山區,2018,10,9.25
新北市雙溪區,2018,10,12.62
新北市鶯歌區,2018,10,15.5
新竹市北區,2018,10,14.0
新竹市東區,2018,10,13.5
新竹市香山區,2018,10,13.2
新竹縣五峰鄉,2018,10,11.0
新竹縣北埔鄉,2018,10,9.75
新竹縣寶山鄉,2018,10,12.17
新竹縣尖石鄉,2018,10,12.6
新竹縣峨眉鄉,2018,10,11.0
新竹縣新埔鎮,2018,10,11.17
新竹縣新豐鄉,2018,10,10.4
新竹縣橫山鄉,2018,10,9.83
新竹縣湖口鄉,2018,10,9.75
新竹縣竹北市,2018,10,12.6
新竹縣竹東鎮,2018,10,9.83
新竹縣芎林鄉,2018,10,9.25
新竹縣關西鎮,2018,10,12.46
桃園市中壢區,2018,10,19.67
桃園市八德區,2018,10,17.0
桃園市大園區,2018,10,14.0
桃園市大溪區,2018,10,15.18
桃園市平鎮區,2018,10,19.2
桃園市復興區,2018,10,15.14
桃園市新屋區,2018,10,11.57
桃園市桃園區,2018,10,15.25
桃園市楊梅區,2018,10,13.78
桃園市蘆竹區,2018,10,14.14
桃園市觀音區,2018,10,12.8
桃園市龍潭區,2018,10,12.75
桃園市龜山區,2018,10,14.0
臺中市北屯區,2018,10,12.0
臺中市南屯區,2018,10,15.67
臺中市后里區,2018,10,9.33
臺中市外埔區,2018,10,9.8
臺中市大安區,2018,10,11.67
臺中市大甲區,2018,10,11.0
臺中市大肚區,2018,10,13.75
臺中市大里區,2018,10,16.0
臺中市大雅區,2018,10,13.25
臺中市太平區,2018,10,14.5
臺中市新社區,2018,10,10.6
臺中市東勢區,2018,10,10.0
臺中市東區,2018,10,16.0
臺中市梧棲區,2018,10,12.0
臺中市沙鹿區,2018,10,12.0
臺中市清水區,2018,10,12.0
臺中市潭子區,2018,10,11.5
臺中市烏日區,2018,10,15.33
臺中市石岡區,2018,10,9.0
臺中市神岡區,2018,10,10.0
臺中市西區,2018,10,16.0
臺中市西屯區,2018,10,14.25
臺中市豐原區,2018,10,8.0
臺中市霧峰區,2018,10,15.25
臺中市龍井區,2018,10,12.75
臺北市中山區,2018,10,21.0
臺北市中正區,2018,10,19.0
臺北市信義區,2018,10,19.0
臺北市內湖區,2018,10,17.5
臺北市北投區,2018,10,11.17
臺北市南港區,2018,10,17.5
臺北市士林區,2018,10,12.33
臺北市文山區,2018,10,15.75
臺北市松山區,2018,10,19.0
臺北市萬華區,2018,10,21.0
臺南市七股區,2018,10,14.21
臺南市下營區,2018,10,15.0
臺南市中西區,2018,10,15.0
臺南市仁德區,2018,10,15.17
臺南市佳里區,2018,10,14.0
臺南市六甲區,2018,10,15.2
臺南市北區,2018,10,15.0
臺南市北門區,2018,10,14.0
臺南市南化區,2018,10,13.73
臺南市南區,2018,10,15.0
臺南市善化區,2018,10,13.0
臺南市大內區,2018,10,13.67
臺南市學甲區,2018,10,14.17
臺南市安南區,2018,10,14.2
臺南市安定區,2018,10,13.67
臺南市官田區,2018,10,14.12
臺南市將軍區,2018,10,14.0
臺南市山上區,2018,10,13.0
臺南市左鎮區,2018,10,13.86
臺南市後壁區,2018,10,15.43
臺南市新化區,2018,10,13.75
臺南市新市區,2018,10,13.17
臺南市新營區,2018,10,16.0
臺南市東區,2018,10,15.0
臺南市東山區,2018,10,15.2
臺南市柳營區,2018,10,15.71
臺南市楠西區,2018,10,14.0
臺南市歸仁區,2018,10,15.2
臺南市永康區,2018,10,14.5
臺南市玉井區,2018,10,14.0
臺南市白河區,2018,10,15.38
臺南市西港區,2018,10,14.0
臺南市關廟區,2018,10,15.0
臺南市鹽水區,2018,10,15.4
臺南市麻豆區,2018,10,13.75
臺南市龍崎區,2018,10,14.0
臺東縣卑南鄉,2018,10,6.68
臺東縣大武鄉,2018,10,13.8
臺東縣太麻里鄉,2018,10,10.62
臺東縣延平鄉,2018,10,5.43
臺東縣成功鎮,2018,10,4.0
臺東縣東河鄉,2018,10,4.29
臺東縣池上鄉,2018,10,4.0
臺東縣海端鄉,2018,10,4.0
臺東縣綠島鄉,2018,10,5.0
臺東縣臺東市,2018,10,6.0
臺東縣蘭嶼鄉,2018,10,3.4
臺東縣達仁鄉,2018,10,13.75
臺東縣金峰鄉,2018,10,12.73
臺東縣長濱鄉,2018,10,5.33
臺東縣關山鎮,2018,10,4.0
臺東縣鹿野鄉,2018,10,4.17
花蓮縣光復鄉,2018,10,7.83
花蓮縣卓溪鄉,2018,10,5.92
花蓮縣吉安鄉,2018,10,6.0
花蓮縣壽豐鄉,2018,10,6.0
花蓮縣富里鄉,2018,10,4.33
花蓮縣新城鄉,2018,10,6.0
花蓮縣玉里鎮,2018,10,5.86
花蓮縣瑞穗鄉,2018,10,7.46
花蓮縣秀林鄉,2018,10,7.19
花蓮縣花蓮市,2018,10,6.0
花蓮縣萬榮鄉,2018,10,8.1
花蓮縣豐濱鄉,2018,10,6.71
花蓮縣鳳林鎮,2018,10,6.9
苗栗縣三灣鄉,2018,10,12.0
苗栗縣三義鄉,2018,10,8.33
苗栗縣公館鄉,2018,10,12.43
苗栗縣卓蘭鎮,2018,10,9.4
苗栗縣南庄鄉,2018,10,11.88
苗栗縣大湖鄉,2018,10,9.33
苗栗縣後龍鎮,2018,10,12.78
苗栗縣泰安鄉,2018,10,12.0
苗栗縣獅潭鄉,2018,10,12.0
苗栗縣竹南鎮,2018,10,12.0
苗栗縣苑裡鎮,2018,10,9.2
苗栗縣苗栗市,2018,10,13.0
苗栗縣西湖鄉,2018,10,12.75
苗栗縣通霄鎮,2018,10,10.64
苗栗縣造橋鄉,2018,10,12.6
苗栗縣銅鑼鄉,2018,10,9.88
苗栗縣頭份市,2018,10,12.0
苗栗縣頭屋鄉,2018,10,13.0
雲林縣二崙鄉,2018,10,12.0
雲林縣元長鄉,2018,10,11.0
雲林縣北港鎮,2018,10,11.0
雲林縣口湖鄉,2018,10,10.89
雲林縣古坑鄉,2018,10,14.08
雲林縣四湖鄉,2018,10,9.56
雲林縣土庫鎮,2018,10,11.8
雲林縣大埤鄉,2018,10,12.33
雲林縣崙背鄉,2018,10,11.67
雲林縣斗六市,2018,10,14.7
雲林縣斗南鎮,2018,10,13.4
雲林縣東勢鄉,2018,10,10.0
雲林縣林內鄉,2018,10,14.0
雲林縣水林鄉,2018,10,11.0
雲林縣臺西鄉,2018,10,9.33
雲林縣莿桐鄉,2018,10,14.0
雲林縣虎尾鎮,2018,10,12.71
雲林縣褒忠鄉,2018,10,11.33
雲林縣西螺鎮,2018,10,12.75
雲林縣麥寮鄉,2018,10,10.42
高雄市三民區,2018,10,18.0
高雄市仁武區,2018,10,17.67
高雄市內門區,2018,10,12.12
高雄市六龜區,2018,10,12.08
高雄市前金區,2018,10,16.0
高雄市前鎮區,2018,10,22.33
高雄市大寮區,2018,10,20.43
高雄市大樹區,2018,10,17.43
高雄市大社區,2018,10,16.5
高雄市小港區,2018,10,22.2
高雄市岡山區,2018,10,16.0
高雄市左營區,2018,10,18.0
高雄市彌陀區,2018,10,17.0
高雄市旗山區,2018,10,11.45
高雄市旗津區,2018,10,21.0
高雄市杉林區,2018,10,11.9
高雄市林園區,2018,10,18.33
高雄市桃源區,2018,10,13.0
高雄市梓官區,2018,10,16.0
高雄市楠梓區,2018,10,16.0
高雄市橋頭區,2018,10,16.0
高雄市永安區,2018,10,16.67
高雄市湖內區,2018,10,15.5
高雄市燕巢區,2018,10,16.0
高雄市田寮區,2018,10,15.38
高雄市甲仙區,2018,10,13.43
高雄市美濃區,2018,10,9.6
高雄市苓雅區,2018,10,20.0
高雄市茂林區,2018,10,13.0
高雄市茄萣區,2018,10,16.0
高雄市路竹區,2018,10,16.0
高雄市阿蓮區,2018,10,16.0
高雄市鳥松區,2018,10,18.67
高雄市鳳山區,2018,10,21.0
高雄市鼓山區,2018,10,17.67
南投縣中寮鄉,2018,11,18.42
南投縣仁愛鄉,2018,11,14.5
南投縣信義鄉,2018,11,16.0
南投縣南投市,2018,11,19.0
南投縣名間鄉,2018,11,17.62
南投縣國姓鄉,2018,11,17.33
南投縣埔里鎮,2018,11,14.43
南投縣水里鄉,2018,11,16.17
南投縣竹山鎮,2018,11,14.5
南投縣草屯鎮,2018,11,19.38
南投縣集集鎮,2018,11,17.0
南投縣魚池鄉,2018,11,15.57
南投縣鹿谷鄉,2018,11,15.5
嘉義市東區,2018,11,17.0
嘉義市西區,2018,11,17.0
嘉義縣中埔鄉,2018,11,16.3
嘉義縣六腳鄉,2018,11,12.0
嘉義縣大埔鄉,2018,11,15.13
嘉義縣大林鎮,2018,11,15.0
嘉義縣太保市,2018,11,14.14
嘉義縣布袋鎮,2018,11,13.0
嘉義縣新港鄉,2018,11,14.0
嘉義縣朴子市,2018,11,11.0
嘉義縣東石鄉,2018,11,11.57
嘉義縣梅山鄉,2018,11,15.33
嘉義縣民雄鄉,2018,11,15.43
嘉義縣水上鄉,2018,11,16.4
嘉義縣溪口鄉,2018,11,14.25
嘉義縣番路鄉,2018,11,16.12
嘉義縣竹崎鄉,2018,11,16.12
嘉義縣義竹鄉,2018,11,13.78
嘉義縣鹿草鄉,2018,11,13.17
基隆市七堵區,2018,11,19.0
基隆市仁愛區,2018,11,17.0
基隆市信義區,2018,11,17.0
基隆市安樂區,2018,11,12.0
基隆市暖暖區,2018,11,17.5
宜蘭縣三星鄉,2018,11,10.33
宜蘭縣五結鄉,2018,11,7.75
宜蘭縣冬山鄉,2018,11,8.38
宜蘭縣南澳鄉,2018,11,11.43
宜蘭縣員山鄉,2018,11,10.8
宜蘭縣壯圍鄉,2018,11,7.33
宜蘭縣大同鄉,2018,11,15.08
宜蘭縣宜蘭市,2018,11,6.25
宜蘭縣礁溪鄉,2018,11,9.62
宜蘭縣蘇澳鎮,2018,11,9.1
宜蘭縣頭城鎮,2018,11,17.71
屏東縣三地門鄉,2018,11,13.77
屏東縣九如鄉,2018,11,16.0
屏東縣佳冬鄉,2018,11,14.67
屏東縣來義鄉,2018,11,14.0
屏東縣內埔鄉,2018,11,15.62
屏東縣南州鄉,2018,11,15.0
屏東縣屏東市,2018,11,15.71
屏東縣崁頂鄉,2018,11,15.0
屏東縣恆春鎮,2018,11,2.17
屏東縣新園鄉,2018,11,18.67
屏東縣新埤鄉,2018,11,12.43
屏東縣春日鄉,2018,11,15.0
屏東縣東港鎮,2018,11,17.0
屏東縣枋寮鄉,2018,11,14.8
屏東縣枋山鄉,2018,11,14.75
屏東縣林邊鄉,2018,11,16.0
屏東縣泰武鄉,2018,11,14.2
屏東縣滿州鄉,2018,11,2.73
屏東縣潮州鎮,2018,11,12.0
屏東縣牡丹鄉,2018,11,6.88
屏東縣獅子鄉,2018,11,12.39
屏東縣琉球鄉,2018,11,19.0
屏東縣瑪家鄉,2018,11,15.4
屏東縣竹田鄉,2018,11,14.67
屏東縣萬丹鄉,2018,11,19.67
屏東縣萬巒鄉,2018,11,13.33
屏東縣車城鄉,2018,11,3.67
屏東縣里港鄉,2018,11,12.17
屏東縣長治鄉,2018,11,16.0
屏東縣霧臺鄉,2018,11,15.0
屏東縣高樹鄉,2018,11,11.43
屏東縣鹽埔鄉,2018,11,15.17
屏東縣麟洛鄉,2018,11,16.0
彰化縣二林鎮,2018,11,13.0
彰化縣二水鄉,2018,11,15.5
彰化縣伸港鄉,2018,11,18.5
彰化縣北斗鎮,2018,11,15.5
彰化縣和美鎮,2018,11,19.75
彰化縣員林市,2018,11,19.0
彰化縣埔心鄉,2018,11,19.0
彰化縣埔鹽鄉,2018,11,15.75
彰化縣埤頭鄉,2018,11,13.6
彰化縣大城鄉,2018,11,12.89
彰化縣大村鄉,2018,11,19.75
彰化縣彰化市,2018,11,21.5
彰化縣永靖鄉,2018,11,17.0
彰化縣溪州鄉,2018,11,15.57
彰化縣溪湖鎮,2018,11,15.0
彰化縣田中鎮,2018,11,17.5
彰化縣田尾鄉,2018,11,16.5
彰化縣社頭鄉,2018,11,18.25
彰化縣福興鄉,2018,11,17.5
彰化縣秀水鄉,2018,11,20.0
彰化縣竹塘鄉,2018,11,13.25
彰化縣線西鄉,2018,11,18.0
彰化縣芬園鄉,2018,11,20.8
彰化縣花壇鄉,2018,11,20.25
彰化縣芳苑鄉,2018,11,13.62
彰化縣鹿港鎮,2018,11,18.17
新北市三峽區,2018,11,25.71
新北市三芝區,2018,11,9.2
新北市三重區,2018,11,42.0
新北市中和區,2018,11,27.0
新北市五股區,2018,11,28.0
新北市八里區,2018,11,20.25
新北市土城區,2018,11,26.0
新北市坪林區,2018,11,20.9
新北市平溪區,2018,11,20.5
新北市新店區,2018,11,23.1
新北市新莊區,2018,11,27.33
新北市板橋區,2018,11,30.0
新北市林口區,2018,11,22.33
新北市樹林區,2018,11,26.67
新北市永和區,2018,11,26.0
新北市汐止區,2018,11,23.0
新北市淡水區,2018,11,14.0
新北市深坑區,2018,11,25.0
新北市烏來區,2018,11,22.78
新北市瑞芳區,2018,11,17.5
新北市石碇區,2018,11,23.77
新北市石門區,2018,11,15.2
新北市萬里區,2018,11,11.17
新北市蘆洲區,2018,11,30.0
新北市貢寮區,2018,11,19.7
新北市金山區,2018,11,13.75
新北市雙溪區,2018,11,19.46
新北市鶯歌區,2018,11,26.0
新竹市北區,2018,11,21.0
新竹市東區,2018,11,21.0
新竹市香山區,2018,11,20.0
新竹縣五峰鄉,2018,11,17.25
新竹縣北埔鄉,2018,11,15.5
新竹縣寶山鄉,2018,11,18.33
新竹縣尖石鄉,2018,11,20.2
新竹縣峨眉鄉,2018,11,16.6
新竹縣新埔鎮,2018,11,19.17
新竹縣新豐鄉,2018,11,19.2
新竹縣橫山鄉,2018,11,16.0
新竹縣湖口鄉,2018,11,18.75
新竹縣竹北市,2018,11,20.6
新竹縣竹東鎮,2018,11,15.83
新竹縣芎林鄉,2018,11,15.25
新竹縣關西鎮,2018,11,19.77
桃園市中壢區,2018,11,28.5
桃園市八德區,2018,11,26.5
桃園市大園區,2018,11,23.88
桃園市大溪區,2018,11,24.0
桃園市平鎮區,2018,11,27.6
桃園市復興區,2018,11,23.86
桃園市新屋區,2018,11,19.57
桃園市桃園區,2018,11,26.25
桃園市楊梅區,2018,11,22.56
桃園市蘆竹區,2018,11,24.43
桃園市觀音區,2018,11,20.1
桃園市龍潭區,2018,11,20.5
桃園市龜山區,2018,11,25.0
臺中市北屯區,2018,11,18.67
臺中市南屯區,2018,11,25.33
臺中市后里區,2018,11,13.33
臺中市外埔區,2018,11,14.6
臺中市大安區,2018,11,18.0
臺中市大甲區,2018,11,15.6
臺中市大肚區,2018,11,22.25
臺中市大里區,2018,11,23.8
